111289035 329443108 5993	12-18-19,1 12-18-19,4 12-18-19,1 12-18-19,1
51898855 273020077 12158	12-18-09,1 12-18-09,1 12-18-09,4
37886546 58119703 4582	12-18-19,4 12-18-19,1
52080643 56401636 11376	12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-10,4
80680135 314706134 12067	12-18-12,4 12-18-12,3 12-18-12,1 12-18-12,1 12-18-12,1
85932424 255284954 10431	12-18-14,1 12-18-14,1 12-18-14,3 12-18-14,4 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1
98295322 243892258 5065	12-18-14,4
115981262 148482132 3960	12-18-06,1 12-18-06,1 12-18-06,1 12-18-07,1 12-18-07,1 12-18-08,1 12-18-09,3 12-18-09,4 12-18-09,4
104323221 250376825 12536	12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,4 12-18-20,1
24839442 183562502 3064	12-18-19,1 12-18-19,1 12-18-19,1 12-18-19,4 12-18-19,1 12-18-19,3
8322595 68454568 6272	12-16-22,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,3 12-18-21,4
136976745 238589408 11376	12-18-06,1 12-18-06,1 12-18-06,1 12-18-06,4 12-18-06,1 12-18-06,1 12-18-06,1 12-18-06,1 12-18-06,1
12543741 283324669 5411	12-18-19,1 12-18-19,1 12-18-19,4 12-18-19,1
105568389 340658714 1963	12-04-18,1 12-04-18,3 12-09-11,1 12-09-11,1 12-09-11,1 12-10-10,1 12-10-10,1 12-10-10,1 12-10-10,4 12-10-20,1 12-10-20,1 12-12-13,1 12-12-13,1 12-12-13,1 12-17-17,1 12-17-17,1 12-18-07,1 12-18-07,1 12-18-07,1 12-18-07,1 12-18-07,1 12-18-13,4
16426792 340996734 12326	12-17-11,3 12-17-11,1 12-17-11,1 12-18-15,1 12-18-15,4 12-18-15,4 12-18-15,3 12-18-15,4 12-18-15,4 12-18-15,1 12-18-15,4
101893207 95875607 3064	12-01-21,1 12-17-21,3 12-17-21,1 12-17-21,1 12-17-21,1 12-17-21,1 12-17-21,1 12-17-21,1 12-17-21,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,4 12-18-16,3 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1
5185661 57898849 94	12-18-10,4 12-18-11,1 12-18-11,1
82773347 43346363 10364	12-14-07,1 12-14-07,1 12-15-19,1 12-15-19,1 12-16-08,1 12-16-08,1 12-17-20,1 12-17-20,1 12-17-20,3 12-17-20,1 12-18-14,1 12-18-14,4 12-18-14,3 12-18-14,1
35411632 292243173 12067	12-16-17,1 12-16-17,1 12-16-17,2 12-18-11,3 12-18-11,4 12-18-11,1 12-18-11,1
77028595 313185904 2936	12-18-16,1 12-18-16,1 12-18-16,4
19571711 179760879 12067	12-18-19,1 12-18-20,1 12-18-20,1 12-18-20,4
77646698 140023527 10431	12-18-14,1 12-18-14,1 12-18-15,3 12-18-15,4
116634436 205081227 3064	12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,3 12-18-16,1 12-18-17,4 12-18-17,1 12-18-17,1 12-18-17,1
38088521 82955428 3942	12-18-22,4 12-18-22,1 12-18-22,3 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,2
85932424 183171337 10431	12-18-18,1 12-18-18,4 12-18-18,1
114283742 169560754 10290	12-17-21,1 12-17-21,1 12-17-21,3 12-18-00,4 12-18-00,3
95233036 320025006 9232	12-17-19,1 12-17-19,1 12-17-19,2 12-17-19,1 12-17-20,1 12-17-20,3 12-17-20,1 12-17-21,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-19,1 12-18-19,1 12-18-19,3 12-18-19,1 12-18-19,1 12-18-19,2 12-18-19,1 12-18-19,1 12-18-19,4
12633543 91914753 10501	12-09-21,1 12-09-21,1 12-10-17,1 12-10-23,1 12-10-23,1 12-12-08,1 12-12-08,1 12-12-08,1 12-12-23,1 12-18-15,4
87665729 375334462 9614	12-18-21,4 12-18-21,1 12-18-21,1 12-18-22,1 12-18-22,1 12-18-22,1
59057916 403596851 13500	12-18-15,3 12-18-15,4 12-18-15,1 12-18-15,1 12-18-15,1
117046521 151820404 8099	12-18-15,1 12-18-15,4 12-18-15,1 12-18-16,1 12-18-16,4 12-18-16,1 12-18-16,1 12-18-16,1
40847458 386804680 12170	12-18-20,1 12-18-20,1 12-18-21,4 12-18-21,3
66835786 294895296 3368	12-16-23,1 12-16-23,1 12-17-23,1 12-17-23,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,4
60371446 176479576 2284	12-18-15,1 12-18-15,3 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,4 12-18-15,1 12-18-19,1 12-18-19,1
29608942 164144259 3064	12-16-17,3 12-16-21,1 12-16-21,1 12-16-21,1 12-16-21,1 12-16-21,1 12-16-21,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,3 12-18-11,4
65087966 140695540 6417	12-18-00,1 12-18-00,1 12-18-01,4 12-18-01,3
128552991 338958612 94	12-18-17,1 12-18-18,3 12-18-19,4
139878830 161558138 8744	12-18-22,1 12-18-22,3 12-18-22,4 12-18-22,1 12-18-22,1
86507870 56775877 12090	12-09-22,1 12-09-22,3 12-09-22,1 12-10-19,1 12-10-19,1 12-10-19,1 12-10-19,1 12-10-20,1 12-10-20,1 12-10-20,1 12-10-20,1 12-10-20,1 12-11-19,1 12-11-19,1 12-13-22,1 12-18-21,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,3 12-18-22,1
64087996 388810954 7995	12-07-00,1 12-07-00,1 12-07-00,1 12-07-00,1 12-07-00,1 12-07-12,3 12-10-13,1 12-10-13,1 12-10-13,1 12-10-13,1 12-10-13,1 12-10-14,4 12-18-00,1 12-18-00,1 12-18-01,3 12-18-16,4
73427429 328715502 1807	12-18-15,1 12-18-15,1 12-18-16,4 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-17,1
102175750 550103 5002	12-18-14,4 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1
28262501 89339213 6648	12-03-17,1 12-06-13,1 12-06-13,1 12-06-13,1 12-06-13,1 12-06-13,1 12-06-13,1 12-06-13,1 12-06-13,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-17,1 12-18-18,1 12-18-18,4 12-18-18,1 12-18-18,1
98628646 400625953 3368	12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,1
116634436 246326873 3064	12-18-16,1 12-18-16,1 12-18-16,3 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-17,4 12-18-17,1 12-18-17,1 12-18-17,1
48912439 316651967 3846	12-18-09,1 12-18-23,4
104531516 293651924 5055	12-11-22,1 12-11-22,1 12-11-22,1 12-18-10,1 12-18-10,3 12-18-10,1 12-18-15,4 12-18-16,1 12-18-19,1 12-18-19,1
83801469 194596805 4722	12-06-11,1 12-06-11,1 12-18-20,1 12-18-20,1 12-18-21,2 12-18-21,1 12-18-21,4
139878830 86104455 12304	12-18-22,1 12-18-22,3 12-18-22,4 12-18-22,1
117368135 68128510 10120	12-17-23,1 12-17-23,3 12-18-20,1 12-18-20,4 12-18-20,1 12-18-20,1 12-18-20,3 12-18-20,1 12-18-20,1 12-18-20,1
98628646 343299064 3368	12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,1 12-18-21,1 12-18-21,1
120408978 80041936 8744	12-17-11,1 12-17-11,3 12-18-05,4 12-18-05,3
132940744 197938815 9017	12-13-21,1 12-13-21,1 12-18-11,4
104531516 180112789 5879	12-11-22,1 12-12-08,1 12-12-08,1 12-17-23,1 12-17-23,3 12-18-10,1 12-18-10,3 12-18-10,1 12-18-10,1 12-18-10,1 12-18-15,4
2642753 309245869 1963	12-17-03,1 12-17-03,1 12-17-03,3 12-17-03,1 12-18-17,1 12-18-17,3 12-18-18,1 12-18-18,1 12-18-18,1 12-18-19,1 12-18-19,4
33486899 87030081 12067	12-17-22,2 12-17-22,1 12-17-22,1 12-17-22,3 12-17-22,1 12-17-22,1 12-17-22,1 12-17-22,1 12-18-07,1 12-18-07,1 12-18-07,1 12-18-08,1 12-18-12,4 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1
94634280 2039039 10456	12-18-18,1 12-18-18,4 12-18-18,1
21396810 224821392 12570	12-18-16,4
122631631 200224360 6648	12-18-13,4 12-18-21,1 12-18-21,1 12-18-21,1
61985804 219372397 11376	12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4 12-18-22,1 12-18-22,1 12-18-22,1 12-18-23,1 12-18-23,1
46380691 142477642 8254	12-17-21,1 12-17-21,1 12-17-21,1 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,4 12-18-10,1 12-18-10,1 12-18-10,1
77646698 265877404 4245	12-18-14,1 12-18-15,3 12-18-15,4
82468751 303205878 13500	12-16-00,1 12-16-00,3 12-16-00,1 12-18-09,1 12-18-09,1 12-18-11,3 12-18-11,4 12-18-11,4
63538585 300991619 438	12-18-22,3 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4 12-18-22,1
83635059 67590358 12275	12-17-09,1 12-17-09,1 12-17-09,3 12-17-09,1 12-18-21,3 12-18-21,3 12-18-21,3 12-18-21,4
64087996 105734133 12630	11-25-19,1 11-25-19,1 11-26-11,1 11-26-11,1 11-26-11,1 11-26-11,1 11-26-11,1 11-26-11,1 11-26-14,1 11-26-14,1 11-26-14,1 11-26-14,1 12-05-23,1 12-05-23,1 12-05-23,1 12-05-23,1 12-05-23,4 12-05-23,1 12-12-20,1 12-12-20,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-01,3 12-18-16,4
40847458 317204156 10431	12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,1 12-18-21,1 12-18-21,3 12-18-21,4 12-18-21,1 12-18-21,1
113609599 167649599 7347	12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,4
18798980 286054124 11406	12-15-16,2 12-15-16,1 12-15-16,1 12-15-23,1 12-15-23,1 12-15-23,1 12-15-23,1 12-15-23,1 12-15-23,1 12-16-00,1 12-16-00,1 12-16-00,1 12-16-14,1 12-16-14,1 12-16-14,1 12-16-15,1 12-16-15,1 12-16-15,1 12-16-16,1 12-16-16,1 12-16-16,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,2 12-18-14,1 12-18-15,4 12-18-19,1 12-18-19,1 12-18-19,1 12-18-23,1 12-18-23,1 12-18-23,1
41866258 93203552 7572	12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,4 12-18-18,1 12-18-18,1 12-18-18,3 12-18-18,1
16891565 310083951 7393	12-13-21,2 12-13-21,1 12-13-21,1 12-14-20,1 12-14-20,1 12-14-20,1 12-17-19,1 12-17-19,1 12-17-19,1 12-18-20,1 12-18-20,2 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-22,4 12-18-22,1
8756709 354432714 887	12-18-23,1 12-18-23,1 12-18-23,1 12-18-23,1 12-18-23,4 12-18-23,1
70412049 268132421 10431	12-17-13,1 12-17-13,1 12-17-13,1 12-17-13,1 12-18-09,1 12-18-09,1 12-18-10,3 12-18-10,4
114084403 334447009 6897	12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-12,1 12-18-12,4 12-18-20,1 12-18-20,1 12-18-20,1
43372125 94854826 6648	12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,2 12-18-10,4 12-18-10,1 12-18-10,1
115981262 165715352 150	12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-10,4 12-18-10,3
12633543 14583476 8662	12-09-20,1 12-09-20,1 12-10-23,1 12-12-23,1 12-18-15,4
41866258 358110607 9569	12-17-21,1 12-17-21,1 12-17-21,1 12-17-21,3 12-17-22,1 12-17-22,1 12-18-18,1 12-18-18,3 12-18-18,1 12-18-18,1 12-18-18,4
24045086 313106979 8990	12-15-20,1 12-15-20,3 12-15-20,1 12-15-20,2 12-15-21,1 12-17-15,1 12-17-22,1 12-17-22,3 12-17-22,1 12-17-22,1 12-17-22,1 12-17-22,1 12-18-08,1 12-18-11,3 12-18-11,1 12-18-11,4
68943297 71733528 5002	12-18-02,1 12-18-02,1 12-18-02,1 12-18-02,1 12-18-02,1 12-18-03,1 12-18-03,1 12-18-03,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-09,4
1187238 86142252 12536	12-12-17,1 12-12-19,4 12-12-19,3 12-12-20,1 12-12-20,1 12-13-15,1 12-13-15,1 12-15-11,1 12-15-11,1 12-18-07,1 12-18-07,1 12-18-20,3 12-18-20,4
65087966 343390116 4670	12-18-00,1 12-18-00,1 12-18-01,4 12-18-01,4 12-18-01,3
77646698 367976668 4245	12-18-14,1 12-18-15,4 12-18-15,3
65087966 109322732 9205	12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-01,4 12-18-01,3
62549252 219695539 3368	11-27-05,1 11-27-05,1 11-27-05,1 11-27-05,1 12-18-19,4 12-18-19,1 12-18-19,4 12-18-19,1
96349609 385804206 10662	12-18-13,2 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-14,1 12-18-14,1 12-18-14,4 12-18-14,1 12-18-14,1
73427429 296968781 5801	12-18-13,4 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1
58917479 154182604 56	12-17-23,1 12-17-23,1 12-18-00,1 12-18-00,3 12-18-00,1 12-18-00,4 12-18-00,1 12-18-00,1
38150165 168742623 8888	12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-10,1 12-18-10,3 12-18-10,1 12-18-10,4 12-18-10,3 12-18-10,4 12-18-19,1 12-18-19,1
139564921 65398235 6247	12-17-21,1 12-17-21,1 12-17-21,1 12-17-21,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,4 12-18-12,1
133023935 10032377 9614	12-18-15,4 12-18-22,1 12-18-22,1 12-18-22,1
99411301 183173704 9614	12-07-14,1 12-07-14,1 12-15-07,1 12-15-14,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-15,1 12-18-15,3 12-18-15,4 12-18-15,1
54368965 64082787 12407	12-13-12,1 12-13-12,1 12-13-12,1 12-13-12,1 12-18-12,1 12-18-14,2 12-18-14,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,4 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1
41515424 88057415 12553	12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-21,1 12-18-21,4
2095294 190390494 12630	12-18-13,2 12-18-13,1 12-18-13,1 12-18-13,4 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1
41866258 299445821 7791	12-16-18,1 12-16-18,1 12-16-18,3 12-16-18,1 12-18-10,3 12-18-12,4
748014 342061133 12630	12-15-23,1 12-18-17,1 12-18-17,4 12-18-17,1 12-18-18,1
131395085 26920762 11376	12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,4 12-18-12,1 12-18-12,1
138086251 404114025 1483	12-18-11,1 12-18-11,1 12-18-11,1 12-18-20,1 12-18-20,1 12-18-20,4 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,3 12-18-20,1
60298546 218969601 12105	12-17-19,1 12-17-19,3 12-18-09,1 12-18-09,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-13,1 12-18-13,4 12-18-13,3
131404662 168292896 3723	12-18-07,1 12-18-07,1 12-18-07,1 12-18-07,1 12-18-08,3 12-18-08,1 12-18-08,4 12-18-08,1
129449164 260996452 11991	12-17-17,1 12-17-17,3 12-17-17,1 12-17-17,2 12-17-17,1 12-18-17,3 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,4 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1
10624647 303405737 3067	12-18-22,1 12-18-22,1 12-18-22,4 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-23,1 12-18-23,1
103348019 302528375 6304	12-17-21,1 12-17-21,1 12-17-21,1 12-17-21,1 12-17-21,3 12-17-21,1 12-18-14,3 12-18-14,4 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1
87721273 58685711 12304	12-18-11,4 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1
69918931 266686994 7467	12-18-14,4 12-18-14,4
43380951 297497134 3064	12-17-22,1 12-17-22,2 12-17-22,1 12-17-22,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,3 12-18-00,4 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1
103724384 85023895 7311	12-16-11,1 12-17-22,1 12-18-21,1 12-18-21,4
65087966 382917775 3067	12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-01,4 12-18-01,3
29898034 402456501 12370	12-18-11,1 12-18-11,1 12-18-11,4 12-18-11,1 12-18-11,1
7821057 203570498 7572	12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,4 12-18-11,1 12-18-11,1 12-18-11,3 12-18-11,1
115981262 64056016 3064	12-10-21,1 12-10-21,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-09,4 12-18-09,3 12-18-16,1 12-18-16,1 12-18-16,1
33288470 145417072 1029	12-18-00,1 12-18-00,1 12-18-09,4 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-10,3 12-18-10,1 12-18-10,1
92790292 242272662 3000	12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,3 12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,1 12-18-21,1 12-18-21,1
91296173 146923812 10356	12-15-11,1 12-15-11,1 12-15-11,1 12-15-11,1 12-15-11,1 12-15-11,2 12-15-11,1 12-16-03,1 12-16-06,1 12-16-15,1 12-16-15,1 12-16-15,1 12-16-19,1 12-18-23,4 12-18-23,1 12-18-23,1 12-18-23,1 12-18-23,1 12-18-23,1 12-18-23,1
107879987 28637691 10431	12-17-22,3 12-17-23,1 12-17-23,1 12-17-23,1 12-17-23,1 12-17-23,1 12-18-10,1 12-18-10,4 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,1
21396810 75850923 6417	12-18-16,4
24839442 63360153 10460	12-18-15,1 12-18-15,1 12-18-15,1 12-18-19,1 12-18-19,4 12-18-19,1 12-18-19,1
51965294 208843421 150	11-25-20,1 11-25-20,1 11-25-20,1 11-25-20,2 12-14-20,1 12-14-20,1 12-14-20,1 12-18-18,1 12-18-18,1 12-18-18,4 12-18-18,3 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1
51965294 183630870 3925	12-18-18,1 12-18-18,4 12-18-18,3 12-18-18,1
107022033 168479746 12067	12-16-21,1 12-16-21,1 12-16-22,2 12-17-06,1 12-17-06,1 12-17-06,1 12-17-06,1 12-18-20,4 12-18-20,1 12-18-20,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1
66835786 271889059 3368	12-16-23,1 12-16-23,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,4 12-18-00,1
104891848 342844659 12630	12-09-22,1 12-09-22,1 12-09-22,1 12-09-22,4 12-09-22,3 12-09-22,1 12-10-19,1 12-10-19,1 12-10-23,1 12-11-19,1 12-11-19,1 12-11-19,1 12-11-19,1 12-11-20,3 12-11-20,4 12-12-21,1 12-12-21,1 12-15-07,1 12-15-07,1 12-15-08,1 12-15-08,3 12-15-08,1 12-15-08,1 12-16-03,1 12-16-03,4 12-16-03,1 12-16-03,3 12-16-03,1 12-16-03,1 12-16-03,1 12-16-03,1 12-18-16,1 12-18-16,1 12-18-16,3 12-18-16,4
40847458 96420196 10431	12-14-22,1 12-14-22,3 12-14-23,1 12-14-23,1 12-14-23,1 12-14-23,1 12-18-13,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-16,4 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,3
35411632 139577405 7791	12-16-17,1 12-16-17,1 12-16-17,2 12-17-17,1 12-17-17,1 12-17-17,1 12-18-11,4 12-18-11,1 12-18-11,3 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-18,1 12-18-18,1
61732051 117850055 3064	12-09-20,1 12-09-20,1 12-09-20,1 12-10-21,1 12-10-21,1 12-11-22,3 12-11-22,1 12-11-22,1 12-11-22,1 12-12-00,1 12-12-00,1 12-12-00,1 12-12-13,1 12-12-13,3 12-12-13,1 12-12-13,1 12-12-13,1 12-12-13,1 12-12-13,1 12-12-13,1 12-12-13,2 12-12-13,1 12-12-13,1 12-12-19,4 12-18-18,1 12-18-18,1 12-18-18,1 12-18-19,1 12-18-19,4 12-18-19,4 12-18-19,1 12-18-19,3 12-18-19,1
104568145 73651880 10431	12-18-19,1 12-18-19,3 12-18-19,1 12-18-19,1 12-18-19,4 12-18-19,1 12-18-20,1 12-18-20,1 12-18-20,1
126601909 80225661 13500	12-16-00,3 12-16-00,1 12-16-00,1 12-16-21,1 12-16-21,1 12-16-21,1 12-16-21,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-12,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,4 12-18-16,1
128552991 243358121 4008	11-29-23,1 11-29-23,1 11-29-23,3 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1
98295322 243378964 1032	12-17-20,3 12-17-20,1 12-17-20,1 12-18-08,1 12-18-08,1 12-18-12,1 12-18-14,3 12-18-14,4 12-18-14,4 12-18-14,3
66369549 382542784 12407	12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,4
73427429 41526277 12553	12-18-16,4 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1
112604594 346193629 11991	12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4 12-18-22,1 12-18-22,1 12-18-22,1
88967217 40635804 1963	12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4 12-18-22,3 12-18-22,1 12-18-22,1
131404662 231182998 9569	12-18-07,1 12-18-07,1 12-18-07,1 12-18-08,3 12-18-08,1 12-18-08,4 12-18-08,1
120408978 148776454 12275	12-16-22,3 12-16-22,1 12-18-05,4
95574197 271786836 3956	12-18-21,1 12-18-21,4 12-18-21,1 12-18-21,1 12-18-21,1
71107115 272870236 2284	12-18-12,3 12-18-12,1 12-18-14,1 12-18-14,1 12-18-16,1 12-18-16,1 12-18-16,4
7715572 311674876 3368	12-18-18,1 12-18-18,4 12-18-18,1
99411301 345342724 5320	12-18-15,1 12-18-15,4
115981262 335074931 3064	12-17-17,3 12-17-17,1 12-17-17,1 12-17-17,1 12-17-17,1 12-17-17,1 12-17-19,1 12-17-19,1 12-18-06,1 12-18-06,1 12-18-06,1 12-18-09,4 12-18-09,3 12-18-16,1 12-18-16,1
74994281 112765664 887	12-18-22,1 12-18-22,4 12-18-22,1 12-18-22,3 12-18-22,1 12-18-22,1
14043203 371658412 5533	12-18-21,1 12-18-21,1 12-18-21,1 12-18-22,1 12-18-22,4
124329270 283159068 12067	12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,4 12-18-17,1 12-18-18,1 12-18-18,1
128552991 98152218 10431	12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-18,3 12-18-19,4 12-18-19,1 12-18-19,1
90401388 375132674 12326	12-18-15,3 12-18-15,4 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1
35411632 186402589 13500	12-18-10,1 12-18-10,1 12-18-10,2 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,1 12-18-11,1 12-18-11,1 12-18-11,4 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,3 12-18-11,4 12-18-11,1 12-18-11,4 12-18-11,1 12-18-11,1
141932210 127325769 8099	12-18-01,1 12-18-01,1 12-18-01,1 12-18-01,1 12-18-01,1 12-18-01,2 12-18-01,1 12-18-08,1 12-18-12,4 12-18-12,3 12-18-12,1 12-18-15,1 12-18-15,1
12633543 152427822 6794	12-12-23,1 12-18-15,4
89819186 129628551 4245	12-18-19,3 12-18-19,1 12-18-19,4 12-18-19,1 12-18-19,1
97126409 177912248 3660	12-18-18,4 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1
24839442 245187420 10236	12-18-15,1 12-18-15,1 12-18-19,4 12-18-19,1 12-18-19,3
128552991 229380383 11406	12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,3 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-19,4 12-18-19,4
6846140 139674520 4582	12-18-16,1 12-18-16,1 12-18-16,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,4 12-18-17,3 12-18-17,1 12-18-17,1
57741871 92765575 10412	12-18-15,1 12-18-21,4 12-18-21,1 12-18-21,1
41866258 78316474 2029	12-17-22,3 12-17-22,1 12-17-22,1 12-17-22,1 12-18-18,4 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,3
40847458 44789171 10431	12-14-21,1 12-14-21,3 12-14-23,1 12-14-23,1 12-14-23,1 12-14-23,1 12-14-23,1 12-18-15,3 12-18-15,4 12-18-15,4 12-18-15,1
135514874 319277401 3064	12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-13,1 12-18-13,1 12-18-13,4 12-18-21,3
57983419 298588869 3064	12-06-08,1 12-06-09,1 12-06-12,3 12-06-12,3 12-06-12,1 12-06-12,3 12-06-12,1 12-12-09,1 12-12-09,1 12-12-16,1 12-12-17,1 12-12-17,1 12-12-17,3 12-12-17,4 12-12-17,3 12-12-17,3 12-12-17,3 12-12-17,3 12-12-17,1 12-14-17,4 12-14-17,1 12-14-17,3 12-14-17,1 12-14-17,3 12-16-19,3 12-16-19,1 12-16-19,1 12-16-19,1 12-16-20,3 12-17-11,1 12-17-11,1 12-17-11,1 12-17-12,3 12-18-22,1 12-18-22,1 12-18-22,3 12-18-22,4
